CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Post,District,Neighborhood,Location 1,Total Incidents
12/21/2015,14:00:00,5A,800 TYSON ST,BURGLARY,,142,CENTRAL,Mount Vernon,"(39.299700000000, -76.619340000000)",1
12/21/2015,13:34:00,6G,1400 BRUNT,LARCENY,,123,CENTRAL,Upton,"(39.301590000000, -76.631230000000)",1
12/21/2015,13:30:00,6D,400 S ROBINSON ST,LARCENY FROM AUTO,,231,SOUTHEASTERN,Highlandtown,"(39.287280000000, -76.572340000000)",1
12/21/2015,13:15:00,4E,500 N CAROLINE ST,COMMON ASSAULT,,321,EASTERN,Dunbar-Broadway,"(39.296580000000, -76.597520000000)",1
12/21/2015,13:00:00,5A,100 BIRCKHEAD ST,BURGLARY,,942,SOUTHERN,Riverside,"(39.273320000000, -76.610750000000)",1
12/21/2015,12:35:00,4E,1400 N MOUNT ST,COMMON ASSAULT,,743,WESTERN,Sandtown-Winchester,"(39.304410000000, -76.644720000000)",1
12/21/2015,12:00:00,5C,200 S GILMOR ST,BURGLARY,,935,SOUTHERN,New Southwest/Mount Clare,"(39.285110000000, -76.642150000000)",1
12/21/2015,12:00:00,6E,3200 MCELDERRY ST,LARCENY,,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.298150000000, -76.572090000000)",1
12/21/2015,11:30:00,6C,200 E PRATT ST,LARCENY,,112,CENTRAL,Inner Harbor,"(39.286590000000, -76.612040000000)",1
12/21/2015,11:15:00,6B,300 W BALTIMORE ST,LARCENY,,111,CENTRAL,Downtown,"(39.289370000000, -76.619920000000)",1
12/21/2015,10:35:00,6G,1100 LIGHT ST,LARCENY,,942,SOUTHERN,Riverside,"(39.276650000000, -76.612260000000)",1
12/21/2015,10:30:00,6D,800 SAINT PAUL ST,LARCENY FROM AUTO,,142,CENTRAL,Mount Vernon,"(39.298720000000, -76.614170000000)",1
12/21/2015,10:15:00,4F,100 KANE ST,ASSAULT BY THREAT,,241,SOUTHEASTERN,Hopkins Bayview,"(39.295030000000, -76.533450000000)",1
12/21/2015,09:30:00,4E,3400 WILKENS AVE,COMMON ASSAULT,,832,SOUTHWESTERN,Violetville,"(39.272580000000, -76.675080000000)",1
12/21/2015,09:20:00,4E,3200 EASTERN AVE,COMMON ASSAULT,,232,SOUTHEASTERN,Canton,"(39.286430000000, -76.571390000000)",1
12/21/2015,09:16:00,6H,500 E PRESTON ST,LARCENY,,311,EASTERN,Johnston Square,"(39.304750000000, -76.609210000000)",1
12/21/2015,08:45:00,5A,300 KANE ST,BURGLARY,,241,SOUTHEASTERN,Bayview,"(39.289920000000, -76.537270000000)",1
12/21/2015,07:45:00,7A,4200 GRACE CT,AUTO THEFT,,911,SOUTHERN,Curtis Bay,"(39.227310000000, -76.587540000000)",1
12/21/2015,07:15:00,6D,600 N FREMONT ST,LARCENY FROM AUTO,,713,WESTERN,Harlem Park,"(39.295710000000, -76.632640000000)",1
12/21/2015,07:00:00,6E,300 W FAYETTE ST,LARCENY,,111,CENTRAL,Downtown,"(39.290460000000, -76.619960000000)",1
12/21/2015,03:15:00,3AO,0 CHERRY HILL RD,ROBBERY - STREET,OTHER,922,SOUTHERN,Middle Branch/Reedbird Pa,"(39.252660000000, -76.616810000000)",1
12/21/2015,02:06:00,3CK,100 S BROADWAY,ROBBERY - COMMERCIAL,KNIFE,212,SOUTHEASTERN,Washington Hill,"(39.290210000000, -76.593740000000)",1
12/21/2015,01:36:00,4B,3200 BELMONT AVE,AGG. ASSAULT,KNIFE,813,SOUTHWESTERN,Rosemont,"(39.302440000000, -76.671280000000)",1
12/21/2015,01:36:00,4B,3200 BELMONT AVE,AGG. ASSAULT,KNIFE,813,SOUTHWESTERN,Rosemont,"(39.302440000000, -76.671280000000)",1
12/21/2015,01:01:00,5A,1000 WILMOT CT,BURGLARY,,312,EASTERN,Oldtown,"(39.299360000000, -76.603390000000)",1
12/21/2015,00:21:00,3B,ST & S PATTERSON PARK AV,ROBBERY - STREET,,212,SOUTHEASTERN,Patterson Park,"(39.287990000000, -76.584450000000)",1
12/21/2015,00:01:00,6G,600 S SMALLWOOD ST,LARCENY,,841,SOUTHWESTERN,Carrollton Ridge,"(39.280100000000, -76.650200000000)",1
12/21/2015,00:00:00,4C,1800 W BALTIMORE ST,AGG. ASSAULT,OTHER,711,WESTERN,Franklin Square,"(39.288270000000, -76.645320000000)",1
12/22/2015,23:30:00,4E,1000 NEW HOPE CIR,COMMON ASSAULT,,211,SOUTHEASTERN,Pleasant View Gardens,"(39.293300000000, -76.603000000000)",1
12/22/2015,22:45:00,4E,1100 N MONROE ST,COMMON ASSAULT,,722,WESTERN,Midtown-Edmondson,"(39.301410000000, -76.647700000000)",1
12/22/2015,22:45:00,6D,1400 BLOOMINGDALE RD,LARCENY FROM AUTO,,813,SOUTHWESTERN,Rosemont,"(39.304230000000, -76.666570000000)",1
12/22/2015,22:15:00,4E,2100 WILHELM ST,COMMON ASSAULT,,841,SOUTHWESTERN,Carrollton Ridge,"(39.283520000000, -76.650590000000)",1
12/22/2015,22:10:00,3AF,0 N LAKEWOOD AVE,ROBBERY - STREET,FIREARM,222,SOUTHEASTERN,Patterson Park Neighborho,"(39.292730000000, -76.579090000000)",1
12/22/2015,22:10:00,3AF,0 N LAKEWOOD AVE,ROBBERY - STREET,FIREARM,222,SOUTHEASTERN,Patterson Park Neighborho,"(39.292730000000, -76.579090000000)",1
12/22/2015,22:06:00,4E,700 N GRANTLEY ST,COMMON ASSAULT,,844,SOUTHWESTERN,Edgewood,"(39.295340000000, -76.677330000000)",1
12/22/2015,22:00:00,7A,1800 WASHINGTON BLVD,AUTO THEFT,,935,SOUTHERN,Carroll Park,"(39.274730000000, -76.642960000000)",1
12/22/2015,2152,9S,600 N ELLWOOD AV,SHOOTING,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.298440000000, -76.573800000000)",1
12/22/2015,21:53:00,4A,600 N ELLWOOD AVE,AGG. ASSAULT,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.298440000000, -76.573800000000)",1
12/22/2015,21:34:00,4A,1000 N GAY ST,AGG. ASSAULT,FIREARM,313,EASTERN,Gay Street,"(39.303250000000, -76.595090000000)",1
12/22/2015,21:34:00,4A,1000 N GAY ST,AGG. ASSAULT,FIREARM,313,EASTERN,Gay Street,"(39.303250000000, -76.595090000000)",1
12/22/2015,21:34:00,4A,1000 N GAY ST,AGG. ASSAULT,FIREARM,313,EASTERN,Gay Street,"(39.303250000000, -76.595090000000)",1
12/22/2015,21:30:00,3AF,100 N MILTON AVE,ROBBERY - STREET,FIREARM,221,SOUTHEASTERN,Patterson Place,"(39.293310000000, -76.581990000000)",1
12/22/2015,21:07:00,6D,1700 RUSSELL ST,LARCENY FROM AUTO,,941,SOUTHERN,Carroll - Camden Industri,"(39.272760000000, -76.629350000000)",1
12/22/2015,21:06:00,4E,600 N PAYSON ST,COMMON ASSAULT,,722,WESTERN,Midtown-Edmondson,"(39.295400000000, -76.649110000000)",1
12/22/2015,21:00:00,3AF,300 N PACA ST,ROBBERY - STREET,FIREARM,121,CENTRAL,University Of Maryland,"(39.292930000000, -76.622540000000)",1
12/22/2015,21:00:00,4E,800 E FORT AVE,COMMON ASSAULT,,943,SOUTHERN,Locust Point Industrial A,"(39.271510000000, -76.601020000000)",1
12/22/2015,20:00:00,7A,600 N MONTFORD,AUTO THEFT,,221,SOUTHEASTERN,McElderry Park,"(39.297790000000, -76.583690000000)",1
12/22/2015,19:50:00,3D,300 E MADISON ST,ROBBERY - COMMERCIAL,,312,EASTERN,Penn-Fallsway,"(39.298830000000, -76.610420000000)",1
12/22/2015,19:35:00,6G,300 LIGHT ST,LARCENY,,112,CENTRAL,Inner Harbor,"(39.285000000000, -76.613090000000)",1
12/22/2015,19:00:00,5A,800 N CALVERT ST,BURGLARY,,142,CENTRAL,Mount Vernon,"(39.298940000000, -76.613010000000)",1
12/22/2015,18:43:00,3CK,400 S BROADWAY,ROBBERY - COMMERCIAL,KNIFE,213,SOUTHEASTERN,Fells Point,"(39.286440000000, -76.593570000000)",1
12/22/2015,18:10:00,4E,1200 JAMES ST,COMMON ASSAULT,,932,SOUTHERN,Washington Village/Pigtow,"(39.282100000000, -76.635400000000)",1
12/22/2015,18:05:00,6B,900 N WASHINGTON ST,LARCENY,,321,EASTERN,Middle East,"(39.300720000000, -76.589760000000)",1
12/22/2015,18:00:00,6D,0 S LINWOOD AVE,LARCENY FROM AUTO,,221,SOUTHEASTERN,Patterson Park,"(39.291730000000, -76.576190000000)",1
12/22/2015,18:00:00,6J,1200 JAMES ST,LARCENY,,932,SOUTHERN,Washington Village/Pigtow,"(39.282100000000, -76.635400000000)",1
12/22/2015,17:30:00,3BJ,3500 PULASKI HWY,ROBBERY - CARJACKING,,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.296180000000, -76.568720000000)",1
12/22/2015,17:30:00,6D,3400 BOSTON ST,LARCENY FROM AUTO,,233,SOUTHEASTERN,Canton Industrial Area,"(39.277000000000, -76.568270000000)",1
12/22/2015,17:30:00,6D,1400 LEADENHALL ST,LARCENY FROM AUTO,,943,SOUTHERN,Spring Garden Industrial,"(39.273660000000, -76.618730000000)",1
12/22/2015,17:20:00,3B,0 S HIGHLAND AVE,ROBBERY - STREET,,223,SOUTHEASTERN,Baltimore Highlands,"(39.292130000000, -76.569350000000)",1
12/22/2015,16:45:00,6C,1500 WHETSTONE WAY,LARCENY,,943,SOUTHERN,Locust Point Industrial A,"(39.269720000000, -76.599520000000)",1
12/22/2015,16:45:00,6J,300 W BALTIMORE ST,LARCENY,,111,CENTRAL,Downtown,"(39.289380000000, -76.619670000000)",1
12/22/2015,16:00:00,6D,1600 PARKMAN AVE,LARCENY FROM AUTO,,831,SOUTHWESTERN,Morrell Park,"(39.262520000000, -76.662020000000)",1
12/22/2015,15:05:00,6C,400 E PRATT ST,LARCENY,,112,CENTRAL,Inner Harbor,"(39.286680000000, -76.609800000000)",1
12/22/2015,15:00:00,6E,400 S CALHOUN ST,LARCENY,,935,SOUTHERN,New Southwest/Mount Clare,"(39.283290000000, -76.639290000000)",1
12/22/2015,13:00:00,7A,100 S WARWICK ST,AUTO THEFT,,842,SOUTHWESTERN,Shipley Hill,"(39.286070000000, -76.654540000000)",1
12/22/2015,12:15:00,3JF,500 E PRESTON ST,ROBBERY - RESIDENCE,FIREARM,311,EASTERN,Johnston Square,"(39.304750000000, -76.609210000000)",1
12/22/2015,12:15:00,3JF,500 E PRESTON ST,ROBBERY - RESIDENCE,FIREARM,311,EASTERN,Johnston Square,"(39.304750000000, -76.609210000000)",1
12/22/2015,12:00:00,4E,1100 COVINGTON ST,COMMON ASSAULT,,943,SOUTHERN,Riverside,"(39.277100000000, -76.607010000000)",1
12/22/2015,12:00:00,5A,6200 DANVILLE AVE,BURGLARY,,243,SOUTHEASTERN,Broening Manor,"(39.274770000000, -76.539700000000)",1
12/22/2015,12:00:00,6C,600 EATON ST,LARCENY,,233,SOUTHEASTERN,Brewers Hill,"(39.285570000000, -76.565200000000)",1
12/22/2015,11:30:00,5A,100 N CENTRAL AVE,BURGLARY,,211,SOUTHEASTERN,Pleasant View Gardens,"(39.292870000000, -76.599820000000)",1
12/22/2015,11:00:00,4E,500 N ATHOL AV,COMMON ASSAULT,,843,SOUTHWESTERN,Allendale,"(39.291940000000, -76.689270000000)",1
12/22/2015,11:00:00,5A,600 JASPER ST,BURGLARY,,143,CENTRAL,Seton Hill,"(39.296190000000, -76.622070000000)",1
12/22/2015,11:00:00,7A,300 GUILFORD AVE,AUTO THEFT,,111,CENTRAL,Downtown,"(39.292930000000, -76.611170000000)",1
12/22/2015,10:20:00,5A,2500 W FRANKLIN ST,BURGLARY,,721,WESTERN,Rosemont Homeowners/Tenan,"(39.293460000000, -76.657140000000)",1
12/22/2015,10:15:00,6C,1600 PENNSYLVANIA AVE,LARCENY,,123,CENTRAL,Upton,"(39.303440000000, -76.634580000000)",1
12/22/2015,09:55:00,3CF,2700 W FRANKLIN ST,ROBBERY - COMMERCIAL,FIREARM,842,WESTERN,Penrose/Fayette Street Ou,"(39.293090000000, -76.661540000000)",1
12/22/2015,09:00:00,5A,1100 HAVERHILL RD,BURGLARY,,832,SOUTHWESTERN,Violetville,"(39.268390000000, -76.677420000000)",1
12/22/2015,08:50:00,3B,4500 EDMONDSON AVE,ROBBERY - STREET,,822,SOUTHWESTERN,Uplands,"(39.293350000000, -76.691130000000)",1
12/22/2015,08:50:00,3B,4500 EDMONDSON AVE,ROBBERY - STREET,,822,SOUTHWESTERN,Uplands,"(39.293350000000, -76.691130000000)",1
12/22/2015,08:45:00,3AO,4300 FREDERICK AVE,ROBBERY - STREET,OTHER,843,SOUTHWESTERN,Irvington,"(39.281670000000, -76.686800000000)",1
12/22/2015,08:20:00,5A,800 SEAGULL AVE,BURGLARY,,922,SOUTHERN,Cherry Hill,"(39.245820000000, -76.620500000000)",1
12/22/2015,08:00:00,5A,2100 EAGLE ST,BURGLARY,,841,SOUTHWESTERN,Carrollton Ridge,"(39.280420000000, -76.649170000000)",1
12/22/2015,08:00:00,7A,3000 E MADISON ST,AUTO THEFT,,323,EASTERN,Madison-Eastend,"(39.300210000000, -76.574910000000)",1
12/22/2015,06:00:00,6G,3500 COOLIDGE AVE,LARCENY,,832,SOUTHWESTERN,Violetville,"(39.269090000000, -76.675660000000)",1
12/22/2015,05:30:00,5A,800 GLADE CT,BURGLARY,,913,SOUTHERN,Brooklyn,"(39.228950000000, -76.600060000000)",1
12/22/2015,05:00:00,5A,500 N MOUNT ST,BURGLARY,,713,WESTERN,Harlem Park,"(39.294320000000, -76.644160000000)",1
12/22/2015,05:00:00,6D,1100 DESOTO RD,LARCENY FROM AUTO,,832,SOUTHWESTERN,Wilhelm Park,"(39.271210000000, -76.663320000000)",1
12/22/2015,04:45:00,5D,300 WASHBURN AVE,BURGLARY,,913,SOUTHERN,Brooklyn,"(39.235490000000, -76.607550000000)",1
12/22/2015,02:03:00,4A,800 HILLMAN CT,AGG. ASSAULT,FIREARM,312,EASTERN,Oldtown,"(39.299760000000, -76.605480000000)",1
12/22/2015,01:15:00,4E,3800 PASCAL AVE,COMMON ASSAULT,,911,SOUTHERN,Curtis Bay,"(39.230260000000, -76.591540000000)",1
12/22/2015,01:01:00,4D,0 N ELLAMONT ST,AGG. ASSAULT,HANDS,842,SOUTHWESTERN,Carroll-South Hilton,"(39.286280000000, -76.670420000000)",1
12/22/2015,00:31:00,3AF,200 S MONROE ST,ROBBERY - STREET,FIREARM,934,SOUTHERN,Carrollton Ridge,"(39.285090000000, -76.646790000000)",1
12/22/2015,00:25:00,3B,500 WHEELER AVE,ROBBERY - STREET,,721,WESTERN,Rosemont Homeowners/Tenan,"(39.293560000000, -76.654770000000)",1
12/22/2015,00:23:00,3B,200 E BALTIMORE ST,ROBBERY - STREET,,111,CENTRAL,Downtown,"(39.289680000000, -76.612100000000)",1
12/22/2015,00:05:00,3B,800 HOLLINS ST,ROBBERY - STREET,,931,SOUTHERN,Hollins Market,"(39.287980000000, -76.629700000000)",1
12/22/2015,00:05:00,4B,900 N CHARLES ST,AGG. ASSAULT,KNIFE,142,CENTRAL,Mount Vernon,"(39.300610000000, -76.615890000000)",1
12/22/2015,00:05:00,4B,900 N CHARLES ST,AGG. ASSAULT,KNIFE,142,CENTRAL,Mount Vernon,"(39.300610000000, -76.615890000000)",1
12/22/2015,00:00:00,6D,1900 GRIFFIS AVE,LARCENY FROM AUTO,,831,SOUTHWESTERN,Morrell Park,"(39.267880000000, -76.650850000000)",1
12/23/2015,23:30:00,3B,100 W OSTEND ST,ROBBERY - STREET,,942,SOUTHERN,South Baltimore,"(39.274650000000, -76.616070000000)",1
12/23/2015,23:05:00,4F,700 CATHEDRAL ST,ASSAULT BY THREAT,,142,CENTRAL,Mount Vernon,"(39.297940000000, -76.617020000000)",1
12/23/2015,23:00:00,4E,1500 RAMSAY ST,COMMON ASSAULT,,935,SOUTHERN,New Southwest/Mount Clare,"(39.283370000000, -76.640770000000)",1
12/23/2015,21:55:00,4E,1500 N BENTALOU ST,COMMON ASSAULT,,723,WESTERN,Coppin Heights/Ash-Co-Eas,"(39.305300000000, -76.653810000000)",1
12/23/2015,21:51:00,4E,1500 LIGHT ST,COMMON ASSAULT,,942,SOUTHERN,Riverside,"(39.272330000000, -76.611660000000)",1
12/23/2015,21:08:00,6D,1000 W LOMBARD ST,LARCENY FROM AUTO,,931,SOUTHERN,Hollins Market,"(39.286730000000, -76.633970000000)",1
12/23/2015,21:00:00,6D,700 MURPHY LN,LARCENY FROM AUTO,,121,CENTRAL,Heritage Crossing,"(39.294980000000, -76.629180000000)",1
12/23/2015,21:00:00,6D,800 WASHINGTON BLVD,LARCENY FROM AUTO,,932,SOUTHERN,Washington Village/Pigtow,"(39.283000000000, -76.628940000000)",1
12/23/2015,20:44:00,3CF,6300 EASTERN AVE,ROBBERY - COMMERCIAL,FIREARM,241,SOUTHEASTERN,Bayview,"(39.287750000000, -76.539900000000)",1
12/23/2015,20:30:00,3B,1200 CARROLL ST,ROBBERY - STREET,,932,SOUTHERN,Washington Village/Pigtow,"(39.280800000000, -76.633100000000)",1
12/23/2015,20:00:00,4D,1300 WILDWOOD PKWY,AGG. ASSAULT,HANDS,844,SOUTHWESTERN,Edmondson Village,"(39.300930000000, -76.683880000000)",1
12/23/2015,20:00:00,4E,1300 WILDWOOD PKWY,COMMON ASSAULT,,844,SOUTHWESTERN,Edmondson Village,"(39.300930000000, -76.683880000000)",1
12/23/2015,19:57:00,3CF,100 N LAKEWOOD AVE,ROBBERY - COMMERCIAL,FIREARM,222,SOUTHEASTERN,Patterson Park Neighborho,"(39.293950000000, -76.579110000000)",1
12/23/2015,19:00:00,6D,100 S SCHROEDER ST,LARCENY FROM AUTO,,931,SOUTHERN,Hollins Market,"(39.286560000000, -76.633620000000)",1
12/23/2015,19:00:00,7A,800 ALLENDALE ST,AUTO THEFT,,844,SOUTHWESTERN,Edgewood,"(39.296610000000, -76.678570000000)",1
12/23/2015,18:50:00,7A,1000 MYRTLE AVE,AUTO THEFT,,121,CENTRAL,Heritage Crossing,"(39.296410000000, -76.629790000000)",1
12/23/2015,18:45:00,3AF,800 N HOWARD ST,ROBBERY - STREET,FIREARM,142,CENTRAL,Mount Vernon,"(39.300450000000, -76.620080000000)",1
12/23/2015,18:00:00,5A,2100 WILHELM ST,BURGLARY,,841,SOUTHWESTERN,Carrollton Ridge,"(39.283530000000, -76.650320000000)",1
12/23/2015,17:30:00,5A,800 W LOMBARD ST,BURGLARY,,931,SOUTHERN,Hollins Market,"(39.286920000000, -76.631000000000)",1
12/23/2015,17:30:00,6C,2400 FREDERICK AVE,LARCENY,,841,SOUTHWESTERN,Millhill,"(39.283430000000, -76.655810000000)",1
12/23/2015,17:30:00,6G,2300 CHESAPEAKE AV,LARCENY,,243,SOUTHEASTERN,Holabird Industrial Park,"(39.262110000000, -76.532770000000)",1
12/23/2015,16:30:00,5A,1500 S CHARLES ST,BURGLARY,,942,SOUTHERN,South Baltimore,"(39.272210000000, -76.614040000000)",1
12/23/2015,16:30:00,5F,1300 W HAMBURG ST,BURGLARY,,932,SOUTHERN,Carroll - Camden Industri,"(39.278210000000, -76.632450000000)",1
12/23/2015,16:30:00,7A,1800 WASHINGTON BLVD,AUTO THEFT,,935,SOUTHERN,Carroll Park,"(39.274730000000, -76.642960000000)",1
12/23/2015,16:17:00,5B,600 JASPER ST,BURGLARY,,143,CENTRAL,Seton Hill,"(39.296040000000, -76.622060000000)",1
12/23/2015,16:00:00,6D,800 E BALTIMORE ST,LARCENY FROM AUTO,,211,SOUTHEASTERN,Jonestown,"(39.290180000000, -76.604690000000)",1
12/23/2015,16:00:00,6J,1200 CHERRY HILL RD,LARCENY,,922,SOUTHERN,Cherry Hill,"(39.251060000000, -76.631700000000)",1
12/23/2015,15:50:00,3CK,3200 FREDERICK AVE,ROBBERY - COMMERCIAL,KNIFE,832,SOUTHWESTERN,Gwynns Falls,"(39.280780000000, -76.671450000000)",1
12/23/2015,15:20:00,4E,400 W LEXINGTON ST,COMMON ASSAULT,,111,CENTRAL,Downtown,"(39.291310000000, -76.610100000000)",1
12/23/2015,14:30:00,5B,800 TYSON ST,BURGLARY,,142,CENTRAL,Mount Vernon,"(39.299540000000, -76.619330000000)",1
12/23/2015,14:27:00,4E,400 S PULASKI ST,COMMON ASSAULT,,841,SOUTHWESTERN,Carrollton Ridge,"(39.282270000000, -76.649780000000)",1
12/23/2015,14:12:00,4E,2800 E MONUMENT ST,COMMON ASSAULT,,323,EASTERN,Madison-Eastend,"(39.299080000000, -76.577080000000)",1
12/23/2015,14:00:00,7A,1000 W PRATT ST,AUTO THEFT,,932,SOUTHERN,Washington Village/Pigtow,"(39.285740000000, -76.633980000000)",1
12/23/2015,13:53:00,6C,3800 E LOMBARD ST,LARCENY,,223,SOUTHEASTERN,Baltimore Highlands,"(39.291500000000, -76.565520000000)",1
12/23/2015,13:47:00,4F,900 S CATON AVE,ASSAULT BY THREAT,,832,SOUTHWESTERN,Violetville,"(39.273550000000, -76.671370000000)",1
12/23/2015,13:18:00,6C,600 S EXETER ST,LARCENY,,211,SOUTHEASTERN,Inner Harbor,"(39.283880000000, -76.600310000000)",1
12/23/2015,13:12:00,3JK,4000 PASCAL AVE,ROBBERY - RESIDENCE,KNIFE,911,SOUTHERN,Curtis Bay,"(39.228640000000, -76.591230000000)",1
12/23/2015,12:00:00,5A,300 N BRUCE ST,BURGLARY,,711,WESTERN,Franklin Square,"(39.292260000000, -76.644650000000)",1
12/23/2015,12:00:00,5A,0 S DURHAM ST,BURGLARY,,212,SOUTHEASTERN,Washington Hill,"(39.291030000000, -76.591110000000)",1
12/23/2015,12:00:00,6D,800 S SHARP ST,LARCENY FROM AUTO,,941,SOUTHERN,Otterbein,"(39.280110000000, -76.617890000000)",1
12/23/2015,11:11:00,6G,0 S EUTAW ST,LARCENY,,111,CENTRAL,Downtown,"(39.287960000000, -76.620870000000)",1
12/23/2015,11:00:00,5A,800 MCHENRY ST,BURGLARY,,932,SOUTHERN,Washington Village/Pigtow,"(39.284780000000, -76.630790000000)",1
12/23/2015,10:00:00,6E,1000 BOOTH ST,LARCENY,,931,SOUTHERN,Hollins Market,"(39.288270000000, -76.633980000000)",1
12/23/2015,10:00:00,6G,1000 N CHARLES ST,LARCENY,,141,CENTRAL,Mid-Town Belvedere,"(39.301510000000, -76.615960000000)",1
12/23/2015,10:00:00,6J,200 N LUZERNE AVE,LARCENY,,221,SOUTHEASTERN,McElderry Park,"(39.294900000000, -76.580660000000)",1
12/23/2015,09:43:00,5A,800 N LINWOOD AVE,BURGLARY,,323,EASTERN,Madison-Eastend,"(39.300230000000, -76.576690000000)",1
12/23/2015,08:48:00,4E,600 S NEWKIRK,COMMON ASSAULT,,242,SOUTHEASTERN,Greektown,"(39.285860000000, -76.556530000000)",1
12/23/2015,08:30:00,5A,200 S BOULDIN ST,BURGLARY,,231,SOUTHEASTERN,Highlandtown,"(39.289030000000, -76.570950000000)",1
12/23/2015,08:00:00,6J,300 N CHARLES ST,LARCENY,,111,CENTRAL,Downtown,"(39.292480000000, -76.615380000000)",1
12/23/2015,07:30:00,5A,4200 MASSACHUSETTS AVE,BURGLARY,,843,SOUTHWESTERN,Irvington,"(39.283400000000, -76.686330000000)",1
12/23/2015,07:30:00,6D,200 N GAY ST,LARCENY FROM AUTO,,111,CENTRAL,Downtown,"(39.292310000000, -76.608860000000)",1
12/23/2015,05:17:59,2A,2100 EAGLE ST,RAPE,OTHER,841,SOUTHWESTERN,Carrollton Ridge,"(39.280420000000, -76.649170000000)",1
12/23/2015,04:00:00,4E,3700 FAIRHAVEN AVE,COMMON ASSAULT,,911,SOUTHERN,Curtis Bay,"(39.231200000000, -76.590520000000)",1
12/23/2015,04:00:00,6G,100 NORTH BEND RD,LARCENY,,823,SOUTHWESTERN,Westgate,"(39.282180000000, -76.705620000000)",1
12/23/2015,02:30:00,6C,200 W CHASE ST,LARCENY,,141,CENTRAL,Mid-Town Belvedere,"(39.301400000000, -76.619700000000)",1
12/23/2015,02:00:00,6C,6400 EASTERN AVE,LARCENY,,242,SOUTHEASTERN,Pulaski Industrial Area,"(39.287660000000, -76.538470000000)",1
12/23/2015,01:30:00,6D,1400 HENRY ST,LARCENY FROM AUTO,,943,SOUTHERN,Riverside,"(39.273610000000, -76.607640000000)",1
12/23/2015,01:01:00,7A,2900 E PRATT ST,AUTO THEFT,,222,SOUTHEASTERN,Patterson Park Neighborho,"(39.289990000000, -76.575590000000)",1
12/23/2015,01:00:00,4B,3200 MAGNOLIA AVE,AGG. ASSAULT,KNIFE,922,SOUTHERN,Cherry Hill,"(39.245990000000, -76.636150000000)",1
12/23/2015,00:30:00,3CF,6300 EASTERN AVE,ROBBERY - COMMERCIAL,FIREARM,241,SOUTHEASTERN,Bayview,"(39.287750000000, -76.539900000000)",1
12/23/2015,00:30:00,7A,900 BRADDISH AVE,AUTO THEFT,,721,WESTERN,Mosher,"(39.298370000000, -76.659630000000)",1
12/23/2015,00:00:00,6E,600 N KRESSON ST,LARCENY,,333,EASTERN,Orangeville,"(39.298960000000, -76.560390000000)",1
12/24/2015,23:59:00,6D,4400 FLEET ST,LARCENY FROM AUTO,,242,SOUTHEASTERN,Greektown,"(39.285970000000, -76.558360000000)",1
12/24/2015,23:41:00,4E,5700 EASTERN AVE,COMMON ASSAULT,,241,SOUTHEASTERN,Hopkins Bayview,"(39.287450000000, -76.547570000000)",1
12/24/2015,23:40:00,4E,2600 W FRANKLIN ST,COMMON ASSAULT,,721,WESTERN,Rosemont Homeowners/Tenan,"(39.293380000000, -76.659000000000)",1
12/24/2015,23:30:00,6D,700 N ROSEDALE ST,LARCENY FROM AUTO,,814,SOUTHWESTERN,Franklintown Road,"(39.296360000000, -76.668200000000)",1
12/24/2015,22:00:00,6D,1200 S BOULDIN ST,LARCENY FROM AUTO,,232,SOUTHEASTERN,Canton,"(39.278940000000, -76.570300000000)",1
12/24/2015,22:00:00,7A,5000 LINDSAY RD,AUTO THEFT,,823,SOUTHWESTERN,West Hills,"(39.294730000000, -76.709120000000)",1
12/24/2015,21:00:00,6D,3000 SEAMON AVE,LARCENY FROM AUTO,,922,SOUTHERN,Cherry Hill,"(39.250840000000, -76.617720000000)",1
12/24/2015,21:00:00,6D,1200 S BOULDIN ST,LARCENY FROM AUTO,,232,SOUTHEASTERN,Canton,"(39.278870000000, -76.570300000000)",1
12/24/2015,21:00:00,6D,3400 HARMONY CT,LARCENY FROM AUTO,,232,SOUTHEASTERN,Canton,"(39.281960000000, -76.568260000000)",1
12/24/2015,19:46:00,5D,1400 W PATAPSCO AVE,BURGLARY,,922,SOUTHERN,Cherry Hill,"(39.247870000000, -76.638180000000)",1
12/24/2015,19:46:00,5D,1400 W PATAPSCO AVE,BURGLARY,,922,SOUTHERN,Cherry Hill,"(39.247870000000, -76.638180000000)",1
12/24/2015,19:35:00,4E,0 CHERRY HILL RD,COMMON ASSAULT,,922,SOUTHERN,Middle Branch/Reedbird Pa,"(39.252660000000, -76.616810000000)",1
12/24/2015,19:34:00,3AJF,1500 N PULASKI ST,ROBBERY - CARJACKING,FIREARM,741,WESTERN,Easterwood,"(39.305220000000, -76.651070000000)",1
12/24/2015,19:00:00,4E,800 S DEAN ST,COMMON ASSAULT,,233,SOUTHEASTERN,Brewers Hill,"(39.283100000000, -76.565950000000)",1
12/24/2015,18:50:00,6C,2700 PORT COVINGTON DR,LARCENY,,943,SOUTHERN,Port Covington,"(39.260620000000, -76.608860000000)",1
12/24/2015,18:00:00,4E,500 S LEHIGH ST,COMMON ASSAULT,,242,SOUTHEASTERN,Greektown,"(39.286770000000, -76.558070000000)",1
